name,position,college,draft_year,ras,metrics_used,forty,vertical,broad_jump,shuttle,cone,bench,ht_inches,wt_lbs,pfr_id,source
T.J. Yeldon,RB,Alabama,2015,5.97,8,4.61,36.0,117.0,4.22,7.19,22.0,73.0,226.0,YeldT.00,nflverse-combine-derived
Zach Zenner,RB,South Dakota State,2015,6.49,8,4.6,41.0,121.0,4.14,7.08,25.0,71.0,223.0,ZennZa00,nflverse-combine-derived
Vernon Adams,QB,Oregon,2016,4.54,7,4.83,29.5,114.0,4.2,6.82,,71.0,200.0,,nflverse-combine-derived
Jerell Adams,TE,South Carolina,2016,5.51,7,4.64,32.5,117.0,4.31,7.05,,77.0,247.0,AdamJe01,nflverse-combine-derived
Bralon Addison,WR,Oregon,2016,4.29,8,4.66,34.5,116.0,4.14,6.95,13.0,69.0,197.0,AddiBr01,nflverse-combine-derived
Brandon Allen,QB,Arkansas,2016,4.41,7,4.84,28.0,110.0,4.33,7.06,,73.0,217.0,AlleBr00,nflverse-combine-derived
Geronimo Allison,WR,Illinois,2016,4.67,7,4.67,33.0,127.0,4.28,7.4,,75.0,196.0,AlliGe01,nflverse-combine-derived
Stephen Anderson,TE,California,2016,4.53,6,4.59,38.0,119.0,,,16.0,74.0,230.0,AndeSt01,nflverse-combine-derived
Demarcus Ayers,WR,Houston,2016,3.43,5,4.72,33.0,123.0,,,,69.0,182.0,AyerDe00,nflverse-combine-derived
Peyton Barber,RB,Auburn,2016,5.23,8,4.64,32.5,111.0,4.21,7.0,20.0,70.0,228.0,BarbPe01,nflverse-combine-derived
Devontae Booker,RB,Utah,2016,5.61,4,4.56,,,,,22.0,71.0,219.0,BookDe00,nflverse-combine-derived
Tyler Boyd,WR,Pittsburgh,2016,4.6,8,4.58,34.0,119.0,4.35,6.9,11.0,73.0,197.0,BoydTy00,nflverse-combine-derived
Trevone Boykin,QB,TCU,2016,4.12,6,4.77,32.0,110.0,4.4,,,72.0,212.0,BoykTr00,nflverse-combine-derived
Ben Braunecker,TE,Harvard,2016,5.7,8,4.73,35.5,121.0,4.2,6.9,20.0,75.0,250.0,BrauBe00,nflverse-combine-derived
Jacoby Brissett,QB,North Carolina State,2016,4.81,7,4.94,31.0,113.0,4.53,7.17,,76.0,231.0,BrisJa00,nflverse-combine-derived
Chris Brown,WR,Notre Dame,2016,5.77,3,4.48,,,,,,74.0,194.0,BrowCh07,nflverse-combine-derived
Aaron Burbridge,WR,Michigan State,2016,4.52,8,4.56,30.5,115.0,4.31,7.22,20.0,72.0,206.0,BurbAa00,nflverse-combine-derived
Devon Cajuste,WR,Stanford,2016,6.13,8,4.62,36.0,123.0,4.2,6.49,12.0,76.0,234.0,CajuDe01,nflverse-combine-derived
Leonte Carroo,WR,Rutgers,2016,5.05,6,4.5,35.5,120.0,,,14.0,72.0,211.0,CarrLe00,nflverse-combine-derived
Tra Carson,RB,Texas A&M,2016,5.39,4,4.63,,,,,19.0,71.0,227.0,CarsTr01,nflverse-combine-derived
Corey Coleman,WR,Baylor,2016,5.84,6,4.42,40.5,129.0,,,17.0,71.0,194.0,ColeCo00,nflverse-combine-derived
Alex Collins,RB,Arkansas,2016,4.24,6,4.59,28.5,113.0,,,18.0,70.0,217.0,CollAl00,nflverse-combine-derived
Connor Cook,QB,Michigan State,2016,5.25,7,4.79,33.0,113.0,4.28,7.21,,76.0,217.0,CookCo00,nflverse-combine-derived
Pharoh Cooper,WR,South Carolina,2016,4.21,6,4.52,31.0,115.0,,,15.0,71.0,203.0,CoopPh00,nflverse-combine-derived
Marshaun Coprich,RB,Illinois State,2016,4.37,8,4.47,34.0,112.0,4.58,7.26,17.0,68.0,207.0,,nflverse-combine-derived
Cody Core,WR,Mississippi,2016,5.04,6,4.47,31.5,119.0,,,14.0,75.0,205.0,CoreCo00,nflverse-combine-derived
Trevor Davis,WR,California,2016,5.66,8,4.42,38.5,124.0,4.22,6.6,11.0,73.0,188.0,DaviTr03,nflverse-combine-derived
Kenneth Dixon,RB,Louisiana Tech,2016,5.72,8,4.56,37.5,121.0,4.28,6.97,18.0,70.0,215.0,DixoKe00,nflverse-combine-derived
Josh Doctson,WR,TCU,2016,6.26,8,4.5,41.0,131.0,4.08,6.84,14.0,74.0,202.0,DoctJo00,nflverse-combine-derived
Brandon Doughty,QB,Western Kentucky,2016,3.11,7,5.22,27.0,103.0,4.52,7.49,,75.0,213.0,DougBr00,nflverse-combine-derived
Kenyan Drake,RB,Alabama,2016,5.72,8,4.45,34.5,123.0,4.21,7.04,10.0,73.0,210.0,DrakKe00,nflverse-combine-derived
Jeff Driskel,QB,Louisiana Tech,2016,6.12,7,4.56,32.0,122.0,4.25,7.19,,76.0,234.0,DrisJe00,nflverse-combine-derived
Thomas Duarte,TE,UCLA,2016,4.71,8,4.72,33.5,118.0,4.24,6.97,12.0,74.0,231.0,DuarTh00,nflverse-combine-derived
Ezekiel Elliott,RB,Ohio State,2016,5.68,5,4.47,32.5,118.0,,,,72.0,225.0,ElliEz00,nflverse-combine-derived
Tyler Ervin,RB,San Jose State,2016,5.82,6,4.41,39.0,130.0,,,17.0,70.0,192.0,ErviTy00,nflverse-combine-derived
Josh Ferguson,RB,Illinois,2016,5.0,6,4.48,34.5,120.0,,,21.0,69.0,198.0,FergJo02,nflverse-combine-derived
D.J. Foster,WR,Arizona State,2016,4.92,8,4.57,35.5,117.0,4.07,6.75,14.0,70.0,193.0,FostD.01,nflverse-combine-derived
Will Fuller,WR,Notre Dame,2016,5.09,8,4.32,33.5,126.0,4.27,6.93,10.0,72.0,186.0,FullWi01,nflverse-combine-derived
Keyarris Garrett,WR,Tulsa,2016,5.44,8,4.53,36.5,128.0,4.33,7.3,14.0,75.0,220.0,GarrKe01,nflverse-combine-derived
Jared Goff,QB,California,2016,4.46,7,4.82,27.0,110.0,4.47,7.17,,76.0,215.0,GoffJa00,nflverse-combine-derived
David Grinnage,TE,North Carolina State,2016,3.33,5,4.9,29.5,106.0,,,,77.0,248.0,GrinDa00,nflverse-combine-derived
Glenn Gronkowski,RB,Kansas State,2016,5.58,8,4.71,33.0,120.0,4.45,7.1,17.0,74.0,239.0,GronGl01,nflverse-combine-derived
Christian Hackenberg,QB,Penn State,2016,5.36,7,4.78,31.0,114.0,4.33,7.04,,76.0,223.0,HackCh01,nflverse-combine-derived
Temarrick Hemingway,TE,South Carolina State,2016,5.25,8,4.71,30.5,115.0,4.31,6.88,18.0,77.0,244.0,HemiTe00,nflverse-combine-derived
Derrick Henry,RB,Alabama,2016,6.79,8,4.54,37.0,130.0,4.38,7.2,22.0,75.0,247.0,HenrDe00,nflverse-combine-derived
Hunter Henry,TE,Arkansas,2016,4.23,4,4.79,,,,,13.0,77.0,250.0,HenrHu00,nflverse-combine-derived
Quayvon Hicks,RB,Georgia,2016,6.64,3,4.82,,,,,,73.0,259.0,HickQu01,nflverse-combine-derived
Tyler Higbee,TE,Western Kentucky,2016,5.02,3,4.77,,,,,,78.0,249.0,HigbTy00,nflverse-combine-derived
Rashard Higgins,WR,Colorado State,2016,4.03,6,4.64,32.0,116.0,,,13.0,73.0,196.0,HiggRa00,nflverse-combine-derived
Kevin Hogan,QB,Stanford,2016,5.38,7,4.78,32.5,113.0,4.31,6.9,,75.0,218.0,HogaKe00,nflverse-combine-derived
Johnny Holton,WR,Cincinnati,2016,4.12,6,4.54,31.5,123.0,,,8.0,73.0,190.0,HoltJo00,nflverse-combine-derived
Austin Hooper,TE,Stanford,2016,5.34,8,4.72,33.0,117.0,4.32,7.0,19.0,76.0,254.0,HoopAu00,nflverse-combine-derived
Jordan Howard,RB,Indiana,2016,5.57,6,4.57,34.0,122.0,,,16.0,72.0,230.0,HowaJo00,nflverse-combine-derived
Andy Janovich,RB,Nebraska,2016,5.91,8,4.81,34.0,119.0,4.32,7.28,30.0,73.0,238.0,JanoAn00,nflverse-combine-derived
Devon Johnson,RB,Marshall,2016,6.27,3,4.64,,,,,,72.0,238.0,JohnDe05,nflverse-combine-derived
Cardale Jones,QB,Ohio State,2016,6.58,4,4.81,36.0,,,,,77.0,253.0,JoneCa01,nflverse-combine-derived
Cayleb Jones,WR,Arizona,2016,4.94,7,4.65,33.5,,4.14,6.99,9.0,75.0,209.0,JoneCa02,nflverse-combine-derived
Cody Kessler,QB,USC,2016,4.5,7,4.89,29.5,104.0,4.0,7.32,,73.0,220.0,KessCo00,nflverse-combine-derived
Daniel Lasco,RB,California,2016,6.78,8,4.46,41.5,135.0,4.26,7.22,23.0,72.0,209.0,LascDa00,nflverse-combine-derived
Kenny Lawler,WR,California,2016,4.38,7,4.64,31.0,111.0,4.2,7.13,,74.0,203.0,LawlKe00,nflverse-combine-derived
Roger Lewis,WR,Bowling Green,2016,3.96,6,4.57,33.5,116.0,,,8.0,72.0,201.0,LewiRo03,nflverse-combine-derived
Kolby Listenbee,WR,TCU,2016,5.56,6,4.39,35.5,129.0,,,15.0,72.0,197.0,ListKo00,nflverse-combine-derived
Ricardo Louis,WR,Auburn,2016,6.55,6,4.43,38.0,132.0,,,18.0,74.0,215.0,LouiRi00,nflverse-combine-derived
Paxton Lynch,QB,Memphis,2016,6.45,7,4.86,36.0,118.0,4.26,7.14,,79.0,244.0,LyncPa00,nflverse-combine-derived
Tre Madden,RB,USC,2016,6.15,4,4.53,,,,,24.0,72.0,223.0,MaddTr01,nflverse-combine-derived
Ryan Malleck,TE,Virginia Tech,2016,5.36,8,4.77,34.5,121.0,4.33,7.0,18.0,76.0,247.0,MallRy02,nflverse-combine-derived
Byron Marshall,WR,Oregon,2016,5.08,4,4.42,,,,,17.0,69.0,201.0,MarsBy01,nflverse-combine-derived
Jalin Marshall,WR,Ohio State,2016,5.32,8,4.6,37.5,125.0,4.13,6.8,16.0,70.0,200.0,MarsJa01,nflverse-combine-derived
Keith Marshall,RB,Georgia,2016,5.71,5,4.31,30.5,,,,25.0,71.0,219.0,MarsKe00,nflverse-combine-derived
Jake McGee,TE,Florida,2016,4.42,4,4.83,,,,,17.0,77.0,250.0,McGeJa01,nflverse-combine-derived
Mekale McKay,WR,Cincinnati,2016,4.81,8,4.55,35.0,123.0,4.63,7.08,12.0,76.0,207.0,McKaMe00,nflverse-combine-derived
Braxton Miller,WR,Ohio State,2016,5.86,8,4.5,35.0,123.0,4.07,6.65,17.0,73.0,201.0,MillBr03,nflverse-combine-derived
Malcolm Mitchell,WR,Georgia,2016,5.39,8,4.45,36.0,129.0,4.34,6.94,15.0,72.0,198.0,MitcMa01,nflverse-combine-derived
Chris Moore,WR,Cincinnati,2016,5.61,8,4.53,37.0,130.0,4.2,6.76,10.0,73.0,206.0,MoorCh00,nflverse-combine-derived
David Morgan,TE,Texas-San Antonio,2016,4.44,2,,,,,,,76.0,262.0,MorgDa01,nflverse-combine-derived
Marquez North,WR,Tennessee,2016,5.98,8,4.48,35.0,123.0,4.13,6.9,17.0,74.0,223.0,,nflverse-combine-derived
Jordan Payton,WR,UCLA,2016,5.2,7,4.47,34.5,121.0,4.33,7.08,,73.0,207.0,PaytJo00,nflverse-combine-derived
Charone Peake,WR,Clemson,2016,5.15,8,4.45,35.5,122.0,4.46,6.96,12.0,74.0,209.0,PeakCh00,nflverse-combine-derived
Paul Perkins,RB,UCLA,2016,5.03,6,4.54,32.0,124.0,,,19.0,70.0,208.0,PerkPa00,nflverse-combine-derived
Dak Prescott,QB,Mississippi State,2016,5.21,7,4.79,32.5,116.0,4.32,7.11,,74.0,226.0,PresDa01,nflverse-combine-derived
C.J. Prosise,RB,Notre Dame,2016,6.07,5,4.48,35.5,121.0,,,,72.0,220.0,ProsC.00,nflverse-combine-derived
Demarcus Robinson,WR,Florida,2016,5.46,7,4.59,34.5,123.0,4.19,6.77,,73.0,203.0,RobiDe01,nflverse-combine-derived
Alonzo Russell,WR,Toledo,2016,4.4,8,4.54,29.5,112.0,4.33,7.18,12.0,76.0,206.0,RussAl01,nflverse-combine-derived
Beau Sandland,TE,Montana State,2016,5.7,8,4.74,35.0,124.0,4.33,7.1,23.0,76.0,253.0,SandBe00,nflverse-combine-derived
Rashawn Scott,WR,Miami (FL),2016,4.65,6,4.54,32.5,116.0,,,17.0,73.0,199.0,ScotRa01,nflverse-combine-derived
Hunter Sharp,WR,Utah State,2016,4.27,8,4.58,32.5,116.0,4.19,7.12,12.0,71.0,198.0,SharHu01,nflverse-combine-derived
Tajae Sharpe,WR,Massachusetts,2016,4.26,6,4.55,33.5,114.0,,,11.0,74.0,194.0,SharTa00,nflverse-combine-derived
Sterling Shepard,WR,Oklahoma,2016,5.38,8,4.48,41.0,123.0,4.35,7.0,20.0,70.0,194.0,ShepSt00,nflverse-combine-derived
Wendell Smallwood,RB,West Virginia,2016,5.37,8,4.47,33.5,120.0,4.28,6.83,14.0,70.0,208.0,SmalWe00,nflverse-combine-derived
Nelson Spruce,WR,Colorado,2016,4.45,8,4.69,35.0,114.0,4.2,7.09,12.0,73.0,206.0,SpruNe01,nflverse-combine-derived
Joel Stave,QB,Wisconsin,2016,5.61,7,4.8,33.5,115.0,4.33,7.29,,77.0,236.0,StavJo01,nflverse-combine-derived
Nate Sudfeld,QB,Indiana,2016,4.68,5,5.02,29.0,105.0,,,,78.0,234.0,SudfNa00,nflverse-combine-derived
Kelvin Taylor,RB,Florida,2016,4.25,6,4.6,32.0,113.0,,,15.0,70.0,207.0,TaylKe01,nflverse-combine-derived
Michael Thomas,WR,Ohio State,2016,5.99,8,4.57,35.0,126.0,4.13,6.8,18.0,75.0,212.0,ThomMi05,nflverse-combine-derived
Shadrach Thornton,RB,North Carolina State,2016,5.06,8,4.75,31.0,116.0,4.21,6.85,12.0,72.0,217.0,,nflverse-combine-derived
Laquon Treadwell,WR,Mississippi,2016,4.95,6,4.52,33.0,117.0,,,12.0,74.0,221.0,TreaLa00,nflverse-combine-derived
Soma Vainuku,RB,USC,2016,5.2,6,4.68,32.0,108.0,,,26.0,71.0,246.0,VainSo01,nflverse-combine-derived
Nick Vannett,TE,Ohio State,2016,5.24,8,4.76,30.5,111.0,4.2,7.05,17.0,78.0,257.0,VannNi00,nflverse-combine-derived
Dan Vitale,RB,Northwestern,2016,6.96,8,4.6,38.5,123.0,4.12,7.12,30.0,73.0,239.0,VitaDa00,nflverse-combine-derived
Deandre Washington,RB,Texas Tech,2016,5.36,8,4.49,34.5,116.0,4.2,7.03,24.0,68.0,204.0,WashDe00,nflverse-combine-derived
Carson Wentz,QB,North Dakota State,2016,6.26,7,4.77,30.5,118.0,4.15,6.86,,77.0,237.0,WentCa00,nflverse-combine-derived
Brandon Wilds,RB,South Carolina,2016,5.95,8,4.54,36.5,118.0,4.33,7.08,21.0,73.0,220.0,WildBr01,nflverse-combine-derived
Bryce Williams,TE,East Carolina,2016,4.48,8,4.94,29.5,111.0,4.53,7.19,19.0,78.0,257.0,WillBr08,nflverse-combine-derived
Duke Williams,WR,Auburn,2016,4.18,8,4.72,30.0,121.0,4.47,7.43,14.0,74.0,229.0,WillDh00,nflverse-combine-derived
Jonathan Williams,RB,Arkansas,2016,5.18,4,4.56,,,,,16.0,71.0,220.0,WillJo07,nflverse-combine-derived
De'Runnya Wilson,WR,Mississippi State,2016,4.1,5,4.85,28.0,113.0,,,,77.0,224.0,WilsDe00,nflverse-combine-derived
Josh Woodrum,QB,Liberty,2016,5.71,7,4.8,31.0,116.0,4.31,6.74,,75.0,231.0,WoodJo01,nflverse-combine-derived
Rodney Adams,WR,South Florida,2017,4.55,8,4.44,29.5,125.0,4.28,6.98,8.0,73.0,189.0,AdamRo01,nflverse-combine-derived
Quincy Adeboyejo,WR,Mississippi,2017,5.52,8,4.42,34.5,123.0,4.14,6.73,8.0,75.0,197.0,AdebQu00,nflverse-combine-derived
C.J. Beathard,QB,Iowa,2017,4.31,4,,31.0,113.0,,,,74.0,219.0,BeatC.00,nflverse-combine-derived
Kendrick Bourne,WR,East. Washington,2017,4.9,8,4.68,34.0,125.0,4.21,6.73,9.0,73.0,203.0,BourKe00,nflverse-combine-derived
Billy Brown,TE,Shepherd,2017,4.44,6,4.7,29.0,118.0,,,23.0,75.0,254.0,,nflverse-combine-derived
Noah Brown,WR,Ohio State,2017,5.99,5,,,,4.33,7.07,19.0,74.0,222.0,BrowNo00,nflverse-combine-derived
Pharaoh Brown,TE,Oregon,2017,5.36,4,,34.0,,,,24.0,78.0,255.0,BrowPh01,nflverse-combine-derived
Jake Butt,TE,Michigan,2017,4.28,2,,,,,,,77.0,246.0,ButtJa00,nflverse-combine-derived
K.D. Cannon,WR,Baylor,2017,4.67,6,4.41,37.0,119.0,,,13.0,71.0,182.0,CannK.00,nflverse-combine-derived
Chris Carson,RB,Oklahoma State,2017,6.36,6,4.58,37.0,130.0,,,23.0,72.0,218.0,CarsCh00,nflverse-combine-derived
Cethan Carter,TE,Nebraska,2017,4.28,4,4.68,,,,,19.0,75.0,241.0,CartCe00,nflverse-combine-derived
Jehu Chesson,WR,Michigan,2017,6.05,8,4.47,35.5,132.0,4.09,6.7,10.0,75.0,204.0,ChesJe00,nflverse-combine-derived
Corey Clement,RB,Wisconsin,2017,4.28,6,4.68,28.5,115.0,,,19.0,70.0,220.0,ClemCo00,nflverse-combine-derived
Tarik Cohen,RB,North Carolina A&T,2017,3.48,6,4.42,31.5,118.0,,,11.0,66.0,179.0,CoheTa00,nflverse-combine-derived
Stacy Coley,WR,Miami (FL),2017,4.73,6,4.45,34.0,122.0,,,10.0,73.0,195.0,ColeSt00,nflverse-combine-derived
James Conner,RB,Pittsburgh,2017,4.98,6,4.65,29.0,113.0,,,20.0,73.0,233.0,ConnJa00,nflverse-combine-derived
Dalvin Cook,RB,Florida State,2017,4.73,8,4.49,30.5,116.0,4.53,7.27,22.0,70.0,210.0,CookDa01,nflverse-combine-derived
Darrell Daniels,TE,Washington,2017,4.95,8,4.55,32.0,116.0,4.47,7.09,17.0,75.0,247.0,DaniDa02,nflverse-combine-derived
Amara Darboh,WR,Michigan,2017,5.9,6,4.45,36.0,124.0,,,17.0,74.0,214.0,DarbAm00,nflverse-combine-derived
Corey Davis,WR,West. Michigan,2017,6.91,2,,,,,,,75.0,209.0,DaviCo03,nflverse-combine-derived
Justin Davis,RB,USC,2017,5.32,3,,,,,,21.0,73.0,208.0,DaviJu00,nflverse-combine-derived
Robert Davis,WR,Georgia State,2017,6.88,8,4.44,41.0,136.0,4.28,6.82,19.0,75.0,219.0,DaviRo00,nflverse-combine-derived
Matthew Dayes,RB,North Carolina State,2017,3.88,6,4.47,28.0,109.0,,,18.0,69.0,205.0,DayeMa00,nflverse-combine-derived
Joshua Dobbs,QB,Tennessee,2017,6.02,7,4.64,33.0,122.0,4.31,6.75,,75.0,216.0,DobbJo00,nflverse-combine-derived
Malachi Dupre,WR,LSU,2017,5.51,8,4.52,39.5,135.0,4.26,7.19,11.0,74.0,196.0,DuprMa01,nflverse-combine-derived
Travin Dural,WR,LSU,2017,3.92,7,4.57,30.5,116.0,4.55,7.29,,73.0,202.0,DuraTr00,nflverse-combine-derived
Evan Engram,TE,Mississippi,2017,6.06,8,4.42,36.0,125.0,4.23,6.92,19.0,75.0,234.0,EngrEv00,nflverse-combine-derived
Amba Etta-Tawo,WR,Syracuse,2017,5.1,8,4.49,31.0,126.0,4.32,6.95,14.0,73.0,208.0,EttaAm00,nflverse-combine-derived
Jerod Evans,QB,Virginia Tech,2017,4.57,6,4.8,26.5,112.0,4.41,,,75.0,232.0,EvanJe01,nflverse-combine-derived
Gerald Everett,TE,South Alabama,2017,5.88,8,4.62,37.5,126.0,4.33,6.99,22.0,75.0,239.0,EverGe00,nflverse-combine-derived
Isaiah Ford,WR,Virginia Tech,2017,4.98,8,4.61,35.5,127.0,4.34,6.94,14.0,73.0,194.0,FordIs00,nflverse-combine-derived
D'Onta Foreman,RB,Texas,2017,5.45,3,,,,,,18.0,72.0,233.0,ForeDO00,nflverse-combine-derived
Leonard Fournette,RB,LSU,2017,5.48,4,4.51,28.5,,,,,72.0,240.0,FourLe00,nflverse-combine-derived
Wayne Gallman,RB,Clemson,2017,5.28,8,4.6,29.5,120.0,4.28,7.17,21.0,72.0,215.0,GallWa00,nflverse-combine-derived
Shelton Gibson,WR,West Virginia,2017,4.42,8,4.5,32.0,118.0,4.2,6.83,8.0,71.0,191.0,GibsSh00,nflverse-combine-derived
Chris Godwin,WR,Penn State,2017,6.14,8,4.42,36.0,126.0,4.0,7.01,19.0,73.0,209.0,GodwCh00,nflverse-combine-derived
Kenny Golladay,WR,Northern Illinois,2017,5.93,8,4.5,35.5,120.0,4.15,7.0,18.0,76.0,218.0,GollKe00,nflverse-combine-derived
Chad Hansen,WR,California,2017,5.32,8,4.53,35.0,119.0,4.13,6.74,11.0,74.0,202.0,HansCh00,nflverse-combine-derived
Keon Hatcher,WR,Arkansas,2017,5.17,4,4.64,,,,,16.0,73.0,212.0,HatcKe00,nflverse-combine-derived
DeAngelo Henderson,RB,Coastal Carolina,2017,4.74,6,4.48,34.0,120.0,,,20.0,67.0,208.0,,nflverse-combine-derived
Carlos Henderson,WR,Louisiana Tech,2017,5.03,8,4.46,36.0,131.0,4.35,7.18,13.0,71.0,199.0,HendCa01,nflverse-combine-derived
Cole Hikutini,TE,Louisville,2017,4.28,3,,,,,,20.0,76.0,247.0,HikuCo00,nflverse-combine-derived
Brian Hill,RB,Wyoming,2017,5.8,8,4.54,34.0,125.0,4.32,7.03,15.0,73.0,219.0,HillBr02,nflverse-combine-derived
Bucky Hodges,TE,Virginia Tech,2017,6.48,7,4.57,39.0,134.0,4.45,,18.0,78.0,257.0,HodgBu00,nflverse-combine-derived
Mack Hollins,WR,North Carolina,2017,6.94,3,4.53,,,,,,76.0,221.0,HollMa00,nflverse-combine-derived
Elijah Hood,RB,North Carolina,2017,5.42,3,,,,,,18.0,72.0,232.0,HoodEl00,nflverse-combine-derived
Bug Howard,WR,North Carolina,2017,6.01,7,4.58,37.5,119.0,4.14,6.95,,76.0,221.0,HowaBu00,nflverse-combine-derived
O.J. Howard,TE,Alabama,2017,6.3,8,4.51,30.0,121.0,4.16,6.85,22.0,78.0,251.0,HowaO.00,nflverse-combine-derived
Kareem Hunt,RB,Toledo,2017,5.19,6,4.62,36.5,119.0,,,18.0,70.0,216.0,HuntKa00,nflverse-combine-derived
Rushel Shell III,RB,West Virginia,2017,4.85,5,4.74,32.5,,,,21.0,70.0,227.0,,nflverse-combine-derived
Aaron Jones,RB,Texas-El Paso,2017,5.84,8,4.56,37.5,127.0,4.2,6.82,16.0,69.0,208.0,JoneAa00,nflverse-combine-derived
Zay Jones,WR,East Carolina,2017,6.32,8,4.45,36.5,133.0,4.01,6.79,15.0,74.0,201.0,JoneZa00,nflverse-combine-derived
Victor Bolden Jr.,WR,Oregon State,2017,3.88,8,4.54,32.0,117.0,4.22,6.83,9.0,68.0,178.0,BoldVi00,nflverse-combine-derived
Greg Ward Jr.,WR,Houston,2017,3.6,3,,,,,,10.0,71.0,186.0,WardGr02,nflverse-combine-derived
Brad Kaaya,QB,Miami (FL),2017,4.65,2,,,,,,,76.0,214.0,KaayBr00,nflverse-combine-derived
Alvin Kamara,RB,Tennessee,2017,5.9,6,4.56,39.5,131.0,,,15.0,70.0,214.0,KamaAl00,nflverse-combine-derived
George Kittle,TE,Iowa,2017,5.74,6,4.52,35.0,132.0,,,18.0,76.0,247.0,KittGe00,nflverse-combine-derived
DeShone Kizer,QB,Notre Dame,2017,4.53,7,4.83,30.5,107.0,4.53,7.4,,76.0,233.0,KizeDe00,nflverse-combine-derived
Trevor Knight,QB,Texas A&M,2017,6.13,7,4.54,35.5,125.0,4.14,7.04,,73.0,219.0,KnigTr00,nflverse-combine-derived
Cooper Kupp,WR,East. Washington,2017,5.18,7,4.62,31.0,116.0,4.08,6.75,,74.0,204.0,KuppCo00,nflverse-combine-derived
Jerome Lane,WR,Akron,2017,5.83,8,4.6,35.0,125.0,4.12,6.87,16.0,74.0,226.0,LaneJe01,nflverse-combine-derived
Jordan Leggett,TE,Clemson,2017,5.18,7,,33.0,114.0,4.33,7.12,18.0,77.0,258.0,LeggJo00,nflverse-combine-derived
Mitch Leidner,QB,Minnesota,2017,5.78,7,4.93,34.5,123.0,4.25,6.96,,75.0,226.0,LeidMi00,nflverse-combine-derived
Sefo Liufau,QB,Colorado,2017,3.93,7,5.08,27.0,105.0,4.45,7.32,,75.0,232.0,LiufSe00,nflverse-combine-derived
T.J. Logan,RB,North Carolina,2017,4.88,6,4.37,33.5,121.0,,,17.0,69.0,196.0,LogaT.00,nflverse-combine-derived
Keevan Lucas,WR,Tulsa,2017,3.72,8,4.55,32.5,119.0,4.43,7.23,11.0,69.0,192.0,LucaKe00,nflverse-combine-derived
Marlon Mack,RB,South Florida,2017,5.5,6,4.5,35.5,125.0,,,15.0,71.0,213.0,MackMa00,nflverse-combine-derived
Patrick Mahomes,QB,Texas Tech,2017,5.53,7,4.8,30.0,114.0,4.08,6.88,,74.0,225.0,MahoPa00,nflverse-combine-derived
Josh Malone,WR,Tennessee,2017,5.14,8,4.4,30.5,121.0,4.19,7.05,10.0,75.0,208.0,MaloJo00,nflverse-combine-derived
Gabe Marks,WR,Washington State,2017,4.08,8,4.56,29.5,117.0,4.2,7.01,11.0,71.0,189.0,MarkGa00,nflverse-combine-derived
Christian McCaffrey,RB,Stanford,2017,5.82,8,4.48,37.5,121.0,4.22,6.57,10.0,71.0,202.0,McCaCh01,nflverse-combine-derived
Elijah McGuire,RB,Louisiana,2017,4.96,8,4.53,36.0,120.0,4.56,7.26,15.0,70.0,214.0,McGuEl00,nflverse-combine-derived
Isaiah McKenzie,WR,Georgia,2017,4.75,8,4.42,36.0,123.0,4.15,6.64,11.0,67.0,173.0,McKeIs00,nflverse-combine-derived
Jeremy McNichols,RB,Boise State,2017,5.75,7,4.49,35.5,121.0,4.28,6.93,,69.0,214.0,McNiJe00,nflverse-combine-derived
Drew Morgan,WR,Arkansas,2017,3.9,8,4.74,30.0,112.0,4.12,6.85,10.0,72.0,190.0,MorgDr00,nflverse-combine-derived
David Njoku,TE,Miami (FL),2017,6.27,8,4.64,37.5,133.0,4.34,6.97,21.0,76.0,246.0,NjokDa00,nflverse-combine-derived
Speedy Noil,WR,Texas A&M,2017,6.35,5,,43.5,133.0,,,18.0,71.0,199.0,NoilSp00,nflverse-combine-derived
Dare Ogunbowale,RB,Wisconsin,2017,5.26,8,4.65,35.0,120.0,4.34,6.99,14.0,71.0,213.0,OgunDa00,nflverse-combine-derived
Scott Orndoff,TE,Pittsburgh,2017,4.15,8,4.84,27.0,112.0,4.45,7.37,17.0,77.0,253.0,OrndSc00,nflverse-combine-derived
Zach Pascal,WR,Old Dominion,2017,5.42,8,4.55,36.0,126.0,4.29,7.11,14.0,74.0,219.0,PascZa00,nflverse-combine-derived
Samaje Perine,RB,Oklahoma,2017,5.6,8,4.65,33.0,116.0,4.37,7.26,30.0,71.0,233.0,PeriSa00,nflverse-combine-derived
Nathan Peterman,QB,Pittsburgh,2017,4.86,7,4.82,31.0,110.0,4.31,7.14,,74.0,226.0,PeteNa00,nflverse-combine-derived
Hayden Plinke,TE,Texas-El Paso,2017,3.6,8,4.97,28.0,109.0,4.59,7.55,18.0,76.0,264.0,PlinHa00,nflverse-combine-derived
Donnel Pumphrey,RB,San Diego State,2017,3.49,6,4.48,33.5,117.0,,,5.0,68.0,176.0,PumpDo00,nflverse-combine-derived
James Quick,WR,Louisville,2017,3.87,8,4.6,31.0,115.0,4.39,7.0,11.0,72.0,186.0,QuicJa00,nflverse-combine-derived
Michael Rector,WR,Stanford,2017,5.95,7,4.42,36.5,129.0,4.19,6.77,,72.0,193.0,RectMi00,nflverse-combine-derived
Devine Redding,RB,Indiana,2017,4.05,8,4.76,30.5,116.0,4.46,7.18,16.0,68.0,205.0,ReddDe00,nflverse-combine-derived
