year,school,school_canonical_slug,conference,conference_tier,wins,losses,srs,sos,srs_rank,sos_rank
2003,Navy,navy,FBS Independents,P5,8,5,-1.73,-8.04,72,116
2003,Troy,troy,FBS Independents,P5,6,6,-7.15,-2.74,90,79
2003,Notre Dame,notre-dame,FBS Independents,P5,5,7,3.12,8.04,52,1
2003,Miami (OH),miami-oh,Mid-American,G5,13,1,14.21,-3.29,11,83
2003,Marshall,marshall,Mid-American,G5,8,4,2.42,-4.49,55,91
2003,Akron,akron,Mid-American,G5,7,5,-5.96,-8.62,87,117
2003,Kent State,kent-state,Mid-American,G5,5,7,-8.65,-4.31,93,89
2003,UCF,central-florida,Mid-American,G5,3,9,-16.37,-5.37,110,100
2003,Ohio,ohio,Mid-American,G5,2,10,-13.54,-4.54,106,92
2003,Buffalo,buffalo,Mid-American,G5,1,11,-18.46,-2.29,114,73
2003,Bowling Green,bowling-green-state,Mid-American,G5,11,3,4.9,-3.03,43,82
2003,Northern Illinois,northern-illinois,Mid-American,G5,10,2,2.54,-7.46,54,113
2003,Toledo,toledo,Mid-American,G5,8,4,0.39,-5.78,61,107
2003,Western Michigan,western-michigan,Mid-American,G5,5,7,-6.4,-3.81,88,85
2003,Ball State,ball-state,Mid-American,G5,4,8,-10.31,-2.4,99,75
2003,Eastern Michigan,eastern-michigan,Mid-American,G5,3,9,-17.79,-6.29,112,109
2003,Central Michigan,central-michigan,Mid-American,G5,3,9,-16.93,-6.1,111,108
2003,Utah,utah,Mountain West,G5_top,10,2,10.01,0.34,25,64
2003,New Mexico,new-mexico,Mountain West,G5_top,8,5,4.74,-0.65,44,69
2003,Colorado State,colorado-state,Mountain West,G5_top,7,6,4.91,1.15,42,56
2003,Air Force,air-force,Mountain West,G5_top,7,5,1.14,-2.94,58,80
2003,San Diego State,san-diego-state,Mountain West,G5_top,6,6,-2.31,-2.73,73,78
2003,BYU,brigham-young,Mountain West,G5_top,4,8,-2.95,4.22,75,28
2003,Nevada-Las Vegas,nevada-las-vegas,Mountain West,G5_top,6,6,-0.26,0.91,65,59
2003,Wyoming,wyoming,Mountain West,G5_top,4,8,-5.59,0.24,84,67
2003,USC,southern-california,Pac-10,P5,12,1,23.14,3.6,1,36
2003,Washington State,washington-state,Pac-10,P5,10,3,12.31,3.0,15,42
2003,Oregon,oregon,Pac-10,P5,8,5,5.32,3.48,40,38
2003,California,california,Pac-10,P5,8,6,9.73,4.51,26,19
2003,Oregon State,oregon-state,Pac-10,P5,8,5,7.98,1.82,31,51
2003,Washington,washington,Pac-10,P5,6,6,3.3,2.72,50,45
2003,UCLA,ucla,Pac-10,P5,6,7,0.56,3.94,60,35
2003,Arizona State,arizona-state,Pac-10,P5,5,7,-0.86,2.31,69,48
2003,Stanford,stanford,Pac-10,P5,4,7,-2.82,4.63,74,17
2003,Arizona,arizona,Pac-10,P5,2,10,-7.99,6.26,91,7
2003,Georgia,georgia,SEC,P5,11,3,17.46,6.11,5,8
2003,Tennessee,tennessee,SEC,P5,10,3,11.53,3.99,17,33
2003,Florida,florida,SEC,P5,8,5,10.67,6.75,21,5
2003,South Carolina,south-carolina,SEC,P5,5,7,3.27,6.77,51,4
2003,Kentucky,kentucky,SEC,P5,4,8,-0.16,0.34,64,65
2003,Vanderbilt,vanderbilt,SEC,P5,2,10,-5.85,3.31,85,40
2003,LSU,louisiana-state,SEC,P5,13,1,20.85,3.28,2,41
2003,Ole Miss,mississippi,SEC,P5,10,3,10.99,2.53,19,47
2003,Auburn,auburn,SEC,P5,8,5,8.09,4.7,30,16
2003,Arkansas,arkansas,SEC,P5,9,4,12.67,4.51,14,20
2003,Alabama,alabama,SEC,P5,4,9,5.27,7.27,41,2
2003,Mississippi State,mississippi-state,SEC,P5,2,10,-9.53,4.88,96,15
2003,North Texas,north-texas,Sun Belt,G5_top,9,4,-0.81,-5.43,68,102
2003,Louisiana,louisiana-lafayette,Sun Belt,G5_top,4,8,-12.05,-4.63,105,93
2003,Arkansas State,arkansas-state,Sun Belt,G5_top,5,7,-14.49,-7.83,108,115
2003,Middle Tennessee State,middle-tennessee-state,Sun Belt,G5_top,4,8,-10.45,-5.62,100,105
2003,Utah State,utah-state,Sun Belt,G5_top,3,9,-10.75,-4.75,102,95
2003,Idaho,idaho,Sun Belt,G5_top,3,9,-14.24,-7.66,107,114
2003,New Mexico State,new-mexico-state,Sun Belt,G5_top,3,9,-11.13,-4.96,103,97
2003,Louisiana-Monroe,louisiana-monroe,Sun Belt,G5_top,1,11,-18.19,-5.77,113,106
2003,Boise State,boise-state,WAC,G5,13,1,8.92,-6.72,28,112
2003,Fresno State,fresno-state,WAC,G5,9,5,-1.69,-2.33,71,74
2003,Tulsa,tulsa,WAC,G5,8,5,-0.63,-4.78,67,96
2003,Hawaii,hawaii,WAC,G5,9,5,0.21,-4.29,62,88
2003,Rice,rice,WAC,G5,5,7,-6.96,-4.71,89,94
2003,Nevada,nevada,WAC,G5,6,6,-5.46,-3.8,82,84
2003,Louisiana Tech,louisiana-tech,WAC,G5,5,7,-5.31,-1.14,81,71
2003,San Jose State,san-jose-state,WAC,G5,3,8,-10.67,-5.12,101,98
2003,UTEP,texas-el-paso,WAC,G5,2,11,-20.78,-6.32,116,110
2003,SMU,southern-methodist,WAC,G5,0,12,-18.53,-2.7,115,77
