year,school,school_canonical_slug,conference,conference_tier,wins,losses,srs,sos,srs_rank,sos_rank
2019,Minnesota,minnesota,Big Ten,P5,11,2,11.73,2.11,21,53
2019,Wisconsin,wisconsin,Big Ten,P5,10,4,17.73,7.73,5,2
2019,Iowa,iowa,Big Ten,P5,10,3,14.6,4.44,15,22
2019,Illinois,illinois,Big Ten,P5,6,7,-0.08,0.61,69,65
2019,Nebraska,nebraska,Big Ten,P5,5,7,2.67,4.0,51,25
2019,Purdue,purdue,Big Ten,P5,4,8,-0.52,4.15,72,24
2019,Northwestern,northwestern,Big Ten,P5,3,9,-3.13,3.46,87,30
2019,Florida Atlantic,florida-atlantic,Conference USA,G5,11,3,8.28,-2.43,31,89
2019,Western Kentucky,western-kentucky,Conference USA,G5,9,4,0.31,-5.08,64,110
2019,Marshall,marshall,Conference USA,G5,8,5,-0.54,-2.38,73,88
2019,Charlotte,charlotte,Conference USA,G5,7,6,-6.88,-5.41,105,113
2019,Florida International,florida-international,Conference USA,G5,6,7,-8.19,-6.96,109,124
2019,Middle Tennessee State,middle-tennessee-state,Conference USA,G5,4,8,-6.11,-2.69,101,90
2019,Old Dominion,old-dominion,Conference USA,G5,1,11,-17.12,-4.2,127,105
2019,Louisiana Tech,louisiana-tech,Conference USA,G5,10,3,-1.05,-9.51,76,130
2019,UAB,alabama-birmingham,Conference USA,G5,9,5,-4.6,-7.88,95,126
2019,Southern Mississippi,southern-mississippi,Conference USA,G5,7,6,-2.9,-3.67,83,97
2019,North Texas,north-texas,Conference USA,G5,4,8,-9.47,-6.3,113,120
2019,UTSA,texas-san-antonio,Conference USA,G5,4,8,-14.08,-5.08,123,111
2019,Rice,rice,Conference USA,G5,3,9,-10.46,-3.21,117,93
2019,UTEP,texas-el-paso,Conference USA,G5,1,11,-23.1,-8.52,128,127
2019,Liberty,liberty,FBS Independents,P5,8,5,-5.7,-8.54,98,128
2019,New Mexico State,new-mexico-state,FBS Independents,P5,2,10,-16.86,-3.78,126,99
2019,Massachusetts,massachusetts,FBS Independents,P5,1,11,-29.95,-8.87,130,129
2019,Notre Dame,notre-dame,FBS Independents,P5,11,2,17.22,3.3,8,31
2019,BYU,brigham-young,FBS Independents,P5,7,6,0.85,-1.23,61,75
2019,Army,army,FBS Independents,P5,5,8,-4.23,-4.7,92,108
2019,Miami (OH),miami-oh,Mid-American,G5,8,6,-3.03,-1.67,86,82
2019,Buffalo,buffalo,Mid-American,G5,8,5,1.44,-6.49,57,123
2019,Kent State,kent-state,Mid-American,G5,7,6,-4.19,-3.73,91,98
2019,Ohio,ohio,Mid-American,G5,7,6,-2.7,-6.32,81,121
2019,Bowling Green,bowling-green-state,Mid-American,G5,3,9,-16.08,-3.66,125,96
2019,Akron,akron,Mid-American,G5,0,12,-26.64,-7.06,129,125
2019,Central Michigan,central-michigan,Mid-American,G5,8,6,-2.98,-6.41,85,122
2019,Western Michigan,western-michigan,Mid-American,G5,7,6,-1.77,-5.85,77,117
2019,Ball State,ball-state,Mid-American,G5,5,7,-3.51,-4.43,90,107
2019,Northern Illinois,northern-illinois,Mid-American,G5,5,7,-10.01,-5.68,115,115
2019,Toledo,toledo,Mid-American,G5,6,6,-8.76,-5.26,112,112
2019,Eastern Michigan,eastern-michigan,Mid-American,G5,6,7,-7.5,-5.81,107,116
2019,Boise State,boise-state,Mountain West,G5_top,12,2,8.94,-2.28,28,87
2019,Air Force,air-force,Mountain West,G5_top,11,2,10.47,-2.22,25,86
2019,Utah State,utah-state,Mountain West,G5_top,7,6,-1.93,-0.31,79,72
2019,Wyoming,wyoming,Mountain West,G5_top,8,5,1.33,-4.28,59,106
2019,Colorado State,colorado-state,Mountain West,G5_top,4,8,-6.84,-3.59,104,95
2019,New Mexico,new-mexico,Mountain West,G5_top,2,10,-13.7,-2.2,122,85
2019,San Diego State,san-diego-state,Mountain West,G5_top,10,3,1.69,-5.85,56,118
2019,Hawaii,hawaii,Mountain West,G5_top,10,5,0.19,-1.75,65,83
2019,Nevada,nevada,Mountain West,G5_top,7,6,-8.64,-4.8,111,109
2019,San Jose State,san-jose-state,Mountain West,G5_top,5,7,-6.08,-3.83,100,101
2019,Fresno State,fresno-state,Mountain West,G5_top,4,8,-4.53,-3.12,94,92
2019,Nevada-Las Vegas,nevada-las-vegas,Mountain West,G5_top,4,8,-11.55,-3.97,119,104
2019,Oregon,oregon,Pac-12,P5,12,2,17.02,3.6,9,28
2019,California,california,Pac-12,P5,8,5,3.39,2.69,46,42
2019,Washington,washington,Pac-12,P5,8,5,12.38,2.68,18,43
2019,Oregon State,oregon-state,Pac-12,P5,5,7,2.01,3.18,53,34
2019,Washington State,washington-state,Pac-12,P5,6,7,3.86,2.01,45,56
2019,Stanford,stanford,Pac-12,P5,4,8,-2.38,5.7,80,9
2019,Utah,utah,Pac-12,P5,11,3,14.86,2.29,14,51
2019,USC,southern-california,Pac-12,P5,8,5,8.87,5.64,29,10
2019,Arizona State,arizona-state,Pac-12,P5,8,5,4.72,2.34,43,49
2019,UCLA,ucla,Pac-12,P5,4,8,-0.55,4.95,74,16
2019,Colorado,colorado,Pac-12,P5,5,7,-0.02,5.07,67,14
2019,Arizona,arizona,Pac-12,P5,4,8,-4.25,3.17,93,35
2019,Georgia,georgia,SEC,P5,12,2,17.64,5.21,6,12
2019,Florida,florida,SEC,P5,11,2,15.22,2.91,13,38
2019,Tennessee,tennessee,SEC,P5,8,5,5.13,2.74,41,40
2019,Kentucky,kentucky,SEC,P5,8,5,5.92,0.15,38,68
2019,Missouri,missouri,SEC,P5,6,6,2.88,0.46,50,67
2019,South Carolina,south-carolina,SEC,P5,4,8,1.34,7.34,58,4
2019,Vanderbilt,vanderbilt,SEC,P5,3,9,-10.28,2.97,116,37
2019,LSU,louisiana-state,SEC,P5,15,0,25.8,6.6,2,6
2019,Alabama,alabama,SEC,P5,11,2,21.11,2.81,3,39
2019,Auburn,auburn,SEC,P5,9,4,16.26,7.72,10,3
2019,Texas A&M,texas-am,SEC,P5,8,5,10.02,5.09,26,13
2019,Mississippi State,mississippi-state,SEC,P5,6,7,4.87,5.95,42,7
2019,Ole Miss,mississippi,SEC,P5,4,8,2.24,3.82,52,26
2019,Arkansas,arkansas,SEC,P5,2,10,-6.58,4.84,102,19
2019,Appalachian State,appalachian-state,Sun Belt,G5_top,13,1,11.49,-3.8,23,100
2019,Georgia Southern,georgia-southern,Sun Belt,G5_top,7,6,-0.07,-1.61,68,80
2019,Georgia State,georgia-state,Sun Belt,G5_top,7,6,-6.61,-3.84,103,102
2019,Troy,troy,Sun Belt,G5_top,5,7,-5.01,-5.42,97,114
2019,Coastal Carolina,coastal-carolina,Sun Belt,G5_top,5,7,-7.02,-6.02,106,119
2019,Louisiana,louisiana-lafayette,Sun Belt,G5_top,11,3,8.68,-3.25,30,94
2019,Arkansas State,arkansas-state,Sun Belt,G5_top,8,5,-1.78,-3.93,78,103
2019,Louisiana-Monroe,louisiana-monroe,Sun Belt,G5_top,5,7,-4.92,-1.26,96,76
2019,Texas State,texas-state,Sun Belt,G5_top,3,9,-12.38,-1.29,121,77
2019,South Alabama,south-alabama,Sun Belt,G5_top,2,10,-12.28,-1.44,120,79
