year,school,school_canonical_slug,conference,conference_tier,wins,losses,srs,sos,srs_rank,sos_rank
2012,Eastern Michigan,eastern-michigan,Mid-American,G5,2,10,-16.61,-3.45,120,88
2012,Boise State,boise-state,Mountain West,G5_top,11,2,7.85,-5.08,34,114
2012,Fresno State,fresno-state,Mountain West,G5_top,9,4,6.33,-3.51,38,90
2012,San Diego State,san-diego-state,Mountain West,G5_top,9,4,2.69,-4.46,59,106
2012,Air Force,air-force,Mountain West,G5_top,6,7,-7.35,-6.35,95,118
2012,Nevada,nevada,Mountain West,G5_top,7,6,-3.6,-4.76,81,109
2012,Colorado State,colorado-state,Mountain West,G5_top,4,8,-12.54,-4.21,112,100
2012,Wyoming,wyoming,Mountain West,G5_top,4,8,-10.78,-4.53,108,107
2012,Nevada-Las Vegas,nevada-las-vegas,Mountain West,G5_top,2,11,-14.57,-4.42,117,105
2012,New Mexico,new-mexico,Mountain West,G5_top,4,9,-9.91,-5.76,106,116
2012,Hawaii,hawaii,Mountain West,G5_top,3,9,-13.75,-3.66,114,95
2012,Stanford,stanford,Pac-12,P5,12,2,15.58,6.58,9,4
2012,Oregon,oregon,Pac-12,P5,12,1,23.43,4.05,2,32
2012,Oregon State,oregon-state,Pac-12,P5,9,4,12.14,6.06,16,10
2012,Washington,washington,Pac-12,P5,7,6,4.9,4.75,49,25
2012,California,california,Pac-12,P5,3,9,-0.65,6.1,69,9
2012,Washington State,washington-state,Pac-12,P5,3,9,-6.89,3.36,94,35
2012,UCLA,ucla,Pac-12,P5,9,5,8.75,4.75,30,26
2012,Arizona State,arizona-state,Pac-12,P5,8,5,9.0,1.77,27,46
2012,USC,southern-california,Pac-12,P5,7,6,10.53,5.76,20,12
2012,Arizona,arizona,Pac-12,P5,8,5,9.38,5.15,26,19
2012,Utah,utah,Pac-12,P5,5,7,2.51,3.09,60,36
2012,Colorado,colorado,Pac-12,P5,1,11,-12.66,4.51,113,27
2012,Georgia,georgia,SEC,P5,12,2,17.93,4.21,4,31
2012,Florida,florida,SEC,P5,11,2,17.35,6.82,5,3
2012,South Carolina,south-carolina,SEC,P5,11,2,15.97,4.51,8,28
2012,Vanderbilt,vanderbilt,SEC,P5,9,4,9.88,2.26,22,43
2012,Missouri,missouri,SEC,P5,5,7,5.54,9.12,45,1
2012,Tennessee,tennessee,SEC,P5,5,7,4.07,4.82,53,24
2012,Kentucky,kentucky,SEC,P5,2,10,-5.29,5.79,84,11
2012,Alabama,alabama,SEC,P5,13,1,24.51,5.51,1,14
2012,Texas A&M,texas-am,SEC,P5,11,2,20.05,5.13,3,20
2012,LSU,louisiana-state,SEC,P5,10,3,14.76,5.45,10,16
2012,Mississippi State,mississippi-state,SEC,P5,8,5,6.15,2.99,43,38
2012,Ole Miss,mississippi,SEC,P5,7,6,8.43,5.2,32,18
2012,Arkansas,arkansas,SEC,P5,4,8,2.4,6.4,61,5
2012,Auburn,auburn,SEC,P5,3,9,-0.92,6.91,70,2
2012,Arkansas State,arkansas-state,Sun Belt,G5_top,10,3,4.94,-2.22,48,74
2012,Western Kentucky,western-kentucky,Sun Belt,G5_top,7,6,-1.5,-3.73,71,96
2012,Louisiana,louisiana-lafayette,Sun Belt,G5_top,9,4,3.45,-3.63,56,94
2012,Middle Tennessee State,middle-tennessee-state,Sun Belt,G5_top,8,4,-2.45,-4.95,75,113
2012,Louisiana-Monroe,louisiana-monroe,Sun Belt,G5_top,8,5,-0.03,-3.27,65,84
2012,Troy,troy,Sun Belt,G5_top,5,7,-3.45,-3.45,79,89
2012,North Texas,north-texas,Sun Belt,G5_top,4,8,-8.41,-1.24,100,68
2012,Florida Atlantic,florida-atlantic,Sun Belt,G5_top,3,9,-9.83,-1.08,105,66
2012,Florida International,florida-international,Sun Belt,G5_top,3,9,-9.1,-2.27,102,75
2012,South Alabama,south-alabama,Sun Belt,G5_top,2,11,-15.26,-4.26,118,102
2012,Utah State,utah-state,WAC,G5,11,2,10.71,-4.68,19,108
2012,San Jose State,san-jose-state,WAC,G5,11,2,7.9,-3.02,33,81
2012,Louisiana Tech,louisiana-tech,WAC,G5,9,3,6.33,-4.26,39,103
2012,UTSA,texas-san-antonio,WAC,G5,8,4,-7.49,-8.83,96,124
2012,Texas State,texas-state,WAC,G5,4,8,-8.03,-4.19,99,99
2012,Idaho,idaho,WAC,G5,1,11,-17.38,-0.79,121,65
2012,New Mexico State,new-mexico-state,WAC,G5,1,11,-19.0,-3.25,123,83
