year,school,school_canonical_slug,conference,conference_tier,wins,losses,srs,sos,srs_rank,sos_rank
2007,Boston College,boston-college,ACC,P5,11,3,9.75,1.54,21,52
2007,Clemson,clemson,ACC,P5,9,4,11.4,1.71,17,48
2007,Wake Forest,wake-forest,ACC,P5,9,4,7.07,1.22,33,54
2007,Florida State,florida-state,ACC,P5,7,6,5.02,4.33,47,23
2007,Maryland,maryland,ACC,P5,6,7,4.31,3.15,52,35
2007,North Carolina State,north-carolina-state,ACC,P5,5,7,-3.13,2.96,75,36
2007,Virginia Tech,virginia-tech,ACC,P5,11,3,14.22,2.86,11,38
2007,Virginia,virginia,ACC,P5,9,4,5.89,1.66,42,50
2007,Georgia Tech,georgia-tech,ACC,P5,7,6,3.94,1.24,54,53
2007,North Carolina,north-carolina,ACC,P5,4,8,-1.82,2.02,70,43
2007,Miami (FL),miami-fl,ACC,P5,5,7,-1.23,1.6,67,51
2007,Duke,duke,ACC,P5,1,11,-10.34,3.33,100,34
2007,Kansas,kansas,Big 12,P5,12,1,14.45,-1.24,10,69
2007,Missouri,missouri,Big 12,P5,12,2,16.77,3.7,7,30
2007,Colorado,colorado,Big 12,P5,6,7,2.65,4.11,58,27
2007,Kansas State,kansas-state,Big 12,P5,5,7,3.63,1.97,55,45
2007,Nebraska,nebraska,Big 12,P5,5,7,1.48,5.89,62,12
2007,Iowa State,iowa-state,Big 12,P5,3,9,-7.21,2.45,88,42
2007,Oklahoma,oklahoma,Big 12,P5,11,3,15.87,2.87,8,37
2007,Texas,texas,Big 12,P5,10,3,10.99,1.91,19,46
2007,Texas Tech,texas-tech,Big 12,P5,9,4,8.28,-0.8,26,67
2007,Oklahoma State,oklahoma-state,Big 12,P5,7,6,6.67,4.06,37,28
2007,Texas A&M,texas-am,Big 12,P5,7,6,5.56,3.87,44,29
2007,Baylor,baylor,Big 12,P5,3,9,-11.15,2.6,102,41
2007,West Virginia,west-virginia,Big East,P5,11,2,19.09,3.4,1,32
2007,Connecticut,connecticut,Big East,P5,9,4,7.07,0.45,34,59
2007,Cincinnati,cincinnati,Big East,P5,10,3,13.4,0.48,13,58
2007,South Florida,south-florida,Big East,P5,9,4,12.37,4.37,14,22
2007,Rutgers,rutgers,Big East,P5,8,5,6.75,0.44,35,60
2007,Louisville,louisville,Big East,P5,6,6,5.02,3.44,48,31
2007,Pitt,pittsburgh,Big East,P5,5,7,1.64,2.81,61,39
2007,Syracuse,syracuse,Big East,P5,2,10,-10.72,4.62,101,20
2007,Ohio State,ohio-state,Big Ten,P5,11,2,14.84,0.53,9,56
2007,Illinois,illinois,Big Ten,P5,9,4,8.07,1.76,28,47
2007,Michigan,michigan,Big Ten,P5,9,4,7.91,2.68,30,40
2007,Wisconsin,wisconsin,Big Ten,P5,9,4,5.31,0.08,46,63
2007,Penn State,penn-state,Big Ten,P5,9,4,9.09,0.32,23,62
2007,Iowa,iowa,Big Ten,P5,6,6,-3.43,-2.1,76,77
2007,Purdue,purdue,Big Ten,P5,8,5,4.24,-1.69,53,75
2007,Indiana,indiana,Big Ten,P5,7,6,0.34,-1.43,64,72
2007,Michigan State,michigan-state,Big Ten,P5,7,6,6.69,1.69,36,49
2007,Northwestern,northwestern,Big Ten,P5,6,6,-3.7,-1.45,78,73
2007,Minnesota,minnesota,Big Ten,P5,1,11,-11.69,-0.02,104,65
2007,UCF,central-florida,Conference USA,G5,10,4,6.13,-3.3,40,86
2007,East Carolina,east-carolina,Conference USA,G5,8,5,1.0,-1.38,63,71
2007,Memphis,memphis,Conference USA,G5,7,6,-8.4,-7.4,91,117
2007,Southern Mississippi,southern-mississippi,Conference USA,G5,7,6,-2.09,-4.47,71,93
2007,Marshall,marshall,Conference USA,G5,3,9,-9.93,-1.59,99,74
2007,UAB,alabama-birmingham,Conference USA,G5,2,10,-13.98,-2.4,113,80
2007,Tulsa,tulsa,Conference USA,G5,10,4,0.1,-4.62,65,95
