year,school,school_canonical_slug,conference,conference_tier,wins,losses,srs,sos,srs_rank,sos_rank
2023,Florida State,florida-state,ACC,P5,13,1,16.51,2.94,10,48
2023,Louisville,louisville,ACC,P5,10,4,10.42,3.64,18,35
2023,North Carolina State,north-carolina-state,ACC,P5,9,4,7.41,3.03,30,47
2023,Georgia Tech,georgia-tech,ACC,P5,7,6,3.71,2.78,50,50
2023,Virginia Tech,virginia-tech,ACC,P5,7,6,5.9,1.29,42,65
2023,Clemson,clemson,ACC,P5,9,4,9.82,3.28,20,42
2023,Duke,duke,ACC,P5,8,5,9.02,3.1,26,46
2023,North Carolina,north-carolina,ACC,P5,8,5,6.01,1.63,41,63
2023,Boston College,boston-college,ACC,P5,7,6,-2.55,0.14,85,68
2023,Miami (FL),miami-fl,ACC,P5,7,6,7.97,2.27,29,59
2023,Syracuse,syracuse,ACC,P5,6,7,-2.93,-0.55,87,70
2023,Pitt,pittsburgh,ACC,P5,3,9,-3.28,3.14,89,45
2023,Virginia,virginia,ACC,P5,3,9,-3.78,4.8,91,15
2023,Wake Forest,wake-forest,ACC,P5,4,8,-3.32,2.51,90,54
2023,SMU,southern-methodist,American Athletic,G5_top,11,3,7.41,-4.45,31,112
2023,Tulane,tulane,American Athletic,G5_top,11,3,3.99,-2.51,49,82
2023,UTSA,texas-san-antonio,American Athletic,G5_top,9,4,3.42,-4.19,51,109
2023,Memphis,memphis,American Athletic,G5_top,10,3,6.29,-2.86,39,89
2023,South Florida,south-florida,American Athletic,G5_top,7,6,-4.92,-4.46,98,113
2023,Rice,rice,American Athletic,G5_top,6,7,-3.94,-3.02,92,95
2023,Navy,navy,American Athletic,G5_top,5,7,-5.82,-3.99,101,105
2023,North Texas,north-texas,American Athletic,G5_top,5,7,-7.17,-5.09,107,119
2023,Florida Atlantic,florida-atlantic,American Athletic,G5_top,4,8,-7.01,-4.34,106,111
2023,UAB,alabama-birmingham,American Athletic,G5_top,4,8,-9.75,-2.75,114,86
2023,Tulsa,tulsa,American Athletic,G5_top,4,8,-8.23,-2.98,109,93
2023,Charlotte,charlotte,American Athletic,G5_top,3,9,-12.91,-2.91,125,90
