year,school,school_canonical_slug,conference,conference_tier,wins,losses,srs,sos,srs_rank,sos_rank
2013,Florida State,florida-state,ACC,P5,14,0,23.36,1.29,1,59
2013,Clemson,clemson,ACC,P5,11,2,14.98,3.06,14,40
2013,Boston College,boston-college,ACC,P5,7,6,1.28,2.2,63,49
2013,Syracuse,syracuse,ACC,P5,7,6,2.81,2.88,60,41
2013,Maryland,maryland,ACC,P5,7,6,0.64,-0.97,65,68
2013,Wake Forest,wake-forest,ACC,P5,4,8,0.0,2.17,68,50
2013,North Carolina State,north-carolina-state,ACC,P5,3,9,-5.66,1.59,92,56
2013,Duke,duke,ACC,P5,10,4,7.86,2.36,31,46
2013,Miami (FL),miami-fl,ACC,P5,9,4,6.59,2.51,38,44
2013,Virginia Tech,virginia-tech,ACC,P5,8,5,6.41,4.49,39,29
2013,Georgia Tech,georgia-tech,ACC,P5,7,6,7.21,3.67,35,36
2013,North Carolina,north-carolina,ACC,P5,7,6,6.22,1.91,40,54
2013,Pitt,pittsburgh,ACC,P5,7,6,3.72,3.49,55,37
2013,Virginia,virginia,ACC,P5,2,10,-4.94,6.06,90,17
2013,UCF,central-florida,American Athletic,G5_top,12,1,8.42,-2.96,28,78
2013,Louisville,louisville,American Athletic,G5_top,12,1,9.99,-5.85,26,110
2013,Cincinnati,cincinnati,American Athletic,G5_top,9,4,0.41,-6.9,66,115
2013,Houston,houston,American Athletic,G5_top,8,5,4.93,-1.92,47,71
2013,SMU,southern-methodist,American Athletic,G5_top,5,7,-7.44,-2.44,97,73
2013,Rutgers,rutgers,American Athletic,G5_top,6,7,-5.68,-3.37,93,83
2013,Connecticut,connecticut,American Athletic,G5_top,3,9,-11.97,-2.97,107,79
2013,South Florida,south-florida,American Athletic,G5_top,2,10,-13.56,-0.47,111,66
2013,Memphis,memphis,American Athletic,G5_top,3,9,-7.41,-2.66,96,75
2013,Temple,temple,American Athletic,G5_top,2,10,-10.3,-3.8,103,88
2013,Baylor,baylor,Big 12,P5,11,2,16.87,1.87,9,55
2013,Oklahoma,oklahoma,Big 12,P5,11,2,13.19,4.12,20,31
2013,Oklahoma State,oklahoma-state,Big 12,P5,10,3,16.83,3.76,10,34
2013,Texas,texas,Big 12,P5,8,5,7.45,5.45,33,19
2013,Kansas State,kansas-state,Big 12,P5,8,5,10.01,1.09,25,60
2013,Texas Tech,texas-tech,Big 12,P5,8,5,5.32,2.71,42,43
2013,Texas Christian,texas-christian,Big 12,P5,4,8,1.94,3.85,62,32
2013,West Virginia,west-virginia,Big 12,P5,4,8,-3.74,2.1,86,51
2013,Iowa State,iowa-state,Big 12,P5,3,9,-3.57,3.34,83,38
2013,Kansas,kansas,Big 12,P5,3,9,-8.58,2.84,98,42
2013,Ohio State,ohio-state,Big Ten,P5,12,2,15.65,1.43,12,57
2013,Wisconsin,wisconsin,Big Ten,P5,9,4,14.2,2.28,17,48
2013,Penn State,penn-state,Big Ten,P5,7,5,3.4,1.07,57,61
2013,Indiana,indiana,Big Ten,P5,5,7,4.41,4.74,50,26
2013,Illinois,illinois,Big Ten,P5,4,8,-3.86,1.98,87,53
2013,Purdue,purdue,Big Ten,P5,1,11,-12.43,4.98,110,25
2013,Michigan State,michigan-state,Big Ten,P5,13,1,14.74,0.67,15,62
2013,Nebraska,nebraska,Big Ten,P5,9,4,5.22,0.45,44,64
2013,Iowa,iowa,Big Ten,P5,8,5,7.31,2.31,34,47
2013,Minnesota,minnesota,Big Ten,P5,8,5,5.27,1.35,43,58
2013,Michigan,michigan,Big Ten,P5,7,6,5.53,3.3,41,39
2013,Northwestern,northwestern,Big Ten,P5,5,7,1.2,2.03,64,52
2013,Marshall,marshall,Conference USA,G5,10,4,3.07,-8.21,58,121
2013,East Carolina,east-carolina,Conference USA,G5,10,3,4.3,-7.17,51,117
2013,Middle Tennessee State,middle-tennessee-state,Conference USA,G5,8,5,-3.71,-5.63,85,109
2013,Florida Atlantic,florida-atlantic,Conference USA,G5,6,6,-3.53,-5.62,82,108
2013,UAB,alabama-birmingham,Conference USA,G5,2,10,-15.82,-3.74,115,86
2013,Florida International,florida-international,Conference USA,G5,1,11,-23.53,-5.53,125,106
2013,Southern Mississippi,southern-mississippi,Conference USA,G5,1,11,-21.13,-4.55,122,96
2013,Rice,rice,Conference USA,G5,10,4,0.15,-4.78,67,99
2013,North Texas,north-texas,Conference USA,G5,9,4,3.05,-6.95,59,116
2013,UTSA,texas-san-antonio,Conference USA,G5,7,5,-3.01,-3.18,78,80
2013,Tulane,tulane,Conference USA,G5,7,6,-3.22,-5.22,79,103
2013,Louisiana Tech,louisiana-tech,Conference USA,G5,4,8,-15.66,-9.91,114,125
2013,Tulsa,tulsa,Conference USA,G5,3,9,-11.77,-1.27,106,69
2013,UTEP,texas-el-paso,Conference USA,G5,2,10,-18.17,-6.5,116,112
2013,Navy,navy,FBS Independents,P5,9,4,4.26,-2.89,53,76
2013,Notre Dame,notre-dame,FBS Independents,P5,9,4,9.5,4.5,27,28
2013,BYU,brigham-young,FBS Independents,P5,8,5,10.23,3.77,24,33
2013,Army,army,FBS Independents,P5,3,9,-12.36,-5.27,109,104
2013,New Mexico State,new-mexico-state,FBS Independents,P5,2,10,-19.36,-3.77,119,87
2013,Idaho,idaho,FBS Independents,P5,1,11,-19.3,-1.3,118,70
2013,Bowling Green,bowling-green-state,Mid-American,G5,10,4,4.89,-7.18,48,118
2013,Buffalo,buffalo,Mid-American,G5,8,5,-1.48,-7.33,73,119
2013,Ohio,ohio,Mid-American,G5,7,6,-5.77,-6.85,94,114
2013,Akron,akron,Mid-American,G5,5,7,-9.86,-4.28,102,93
2013,Kent State,kent-state,Mid-American,G5,4,8,-9.6,-4.02,101,90
2013,Massachusetts,massachusetts,Mid-American,G5,1,11,-20.4,-3.82,121,89
2013,Miami (OH),miami-oh,Mid-American,G5,0,12,-23.48,-4.65,124,97
2013,Northern Illinois,northern-illinois,Mid-American,G5,12,2,3.56,-8.51,56,122
2013,Ball State,ball-state,Mid-American,G5,10,3,2.29,-9.55,61,124
2013,Toledo,toledo,Mid-American,G5,7,5,-0.03,-3.36,69,82
2013,Central Michigan,central-michigan,Mid-American,G5,6,6,-11.97,-8.72,108,123
2013,Eastern Michigan,eastern-michigan,Mid-American,G5,2,10,-22.84,-4.75,123,98
2013,Western Michigan,western-michigan,Mid-American,G5,1,11,-19.16,-4.33,117,94
2013,Utah State,utah-state,Mountain West,G5_top,9,5,6.7,-2.02,37,72
2013,Boise State,boise-state,Mountain West,G5_top,8,5,3.88,-2.89,54,77
2013,Colorado State,colorado-state,Mountain West,G5_top,8,6,-0.23,-4.81,70,101
2013,Wyoming,wyoming,Mountain West,G5_top,5,7,-9.36,-5.61,100,107
2013,New Mexico,new-mexico,Mountain West,G5_top,3,9,-14.1,-4.52,112,95
2013,Air Force,air-force,Mountain West,G5_top,2,10,-14.88,-3.22,113,81
2013,Fresno State,fresno-state,Mountain West,G5_top,11,2,5.04,-5.04,46,102
2013,San Diego State,san-diego-state,Mountain West,G5_top,8,5,-4.68,-4.14,89,92
2013,Nevada-Las Vegas,nevada-las-vegas,Mountain West,G5_top,7,6,-3.9,-3.52,88,84
2013,San Jose State,san-jose-state,Mountain West,G5_top,6,6,-3.28,-0.62,80,67
2013,Nevada,nevada,Mountain West,G5_top,4,8,-3.6,0.57,84,63
2013,Hawaii,hawaii,Mountain West,G5_top,1,11,-11.13,0.04,105,65
2013,Stanford,stanford,Pac-12,P5,11,3,18.96,8.74,5,4
2013,Oregon,oregon,Pac-12,P5,11,2,21.27,5.03,2,24
2013,Washington,washington,Pac-12,P5,9,4,15.12,6.58,13,11
2013,Oregon State,oregon-state,Pac-12,P5,7,6,8.11,4.72,29,27
2013,Washington State,washington-state,Pac-12,P5,6,7,5.09,6.94,45,10
2013,California,california,Pac-12,P5,1,11,-8.58,9.34,99,2
2013,Arizona State,arizona-state,Pac-12,P5,10,4,17.5,9.21,7,3
2013,UCLA,ucla,Pac-12,P5,10,3,17.1,6.48,8,12
2013,USC,southern-california,Pac-12,P5,10,4,13.72,6.22,18,15
2013,Arizona,arizona,Pac-12,P5,8,5,12.6,5.07,22,22
2013,Utah,utah,Pac-12,P5,5,7,6.96,9.55,36,1
